ID;Využiží budovy;Kraj;Okres;MČ;Katastrální území;Ulice č.p./č.e.;Město;PSČ;GPS;Vymezené byty;Vlastnictví;Typ budovy;Ochrana;Datum dokončení RUIAN
976701101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Letenské sady 1500;Praha 7 - Holešovice;17000;N 50.0964853700061 E 14.4298827355673;Ne;Osobní;budova s číslem popisným;;
55790317010;stavba občanského vybavení;Hlavní město Praha;Praha 7;;Holešovice;;Praha 7 - Holešovice;17000;N 50.0995175100988 E 14.4255072909173;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;04.08.2009
976835101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Ortenovo náměstí 1086;Praha 7 - Holešovice;17000;N 50.1077758546178 E 14.4502419564575;Ne;Ostatní;budova s číslem popisným;;
977439101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Na Maninách 1288;Praha 7 - Holešovice;17000;N 50.1037479968033 E 14.4518335731372;Ne;Ostatní;budova s číslem popisným;;31.07.2011
976593101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Argentinská 286;Praha 7 - Holešovice;17000;N 50.1089500540105 E 14.4449934532511;Ne;Ostatní;budova s číslem popisným;;
977771101;stavba občanského vybavení;Hlavní město Praha;Praha 7;;Holešovice; ;Praha 7 - Holešovice;17000;N 50.1042925157642 E 14.4321412616745;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
977975101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Letenské náměstí 38;Praha 7 - Holešovice;17000;N 50.1002425387301 E 14.4237744834592;Ne;Ostatní;budova s číslem popisným;;
978201101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Veleslavín;Veleslavín;Na Petřinách 299;Praha 6 - Veleslavín;16200;N 50.0902582319556 E 14.3517422908519;Ne;Ostatní;budova s číslem popisným;;
978209101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Veleslavín; ;Praha 6 - Veleslavín;16200;N 50.0892073200881 E 14.3403302372771;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
978323101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Veleslavín;Veleslavín;Střední 57;Praha 6 - Veleslavín;16200;N 50.0940241188398 E 14.3464746864779;Ne;Osobní;budova s číslem popisným;;
978364101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Veleslavín;Veleslavín;Pod novým lesem 383;Praha 6 - Veleslavín;16200;N 50.092509842912 E 14.3667943634582;Ne;Ostatní;budova s číslem popisným;;
978481101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Veleslavín; ;Praha 6 - Veleslavín;16200;N 50.0919979291559 E 14.3313989896431;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
25083803010;stavba občanského vybavení;Hlavní město Praha;Praha 6;Veleslavín;Veleslavín;Střešovická 465;Praha 6 - Veleslavín;16200;N 50.0934965943085 E 14.3659205636779;Ne;Osobní;budova s číslem popisným;;27.02.2007
978563101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Veleslavín;Veleslavín;Čílova 303;Praha 6 - Veleslavín;16200;N 50.0891199510033 E 14.3471345124554;Ne;Ostatní;budova s číslem popisným;;
978724101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Veleslavín;Veleslavín;Evropská 46;Praha 6 - Veleslavín;16200;N 50.0927898446504 E 14.3297638819639;Ne;Ostatní;budova s číslem evidenčním;;26.01.2011
978785101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Veleslavín;Veleslavín;Čílova 304;Praha 6 - Veleslavín;16200;N 50.0889794903871 E 14.3465794106234;Ne;Ostatní;budova s číslem popisným;;
979248101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;Vratičová 263;Praha 5 - Zličín;15521;N 50.0619560492032 E 14.2896241062258;Ne;Osobní;budova s číslem popisným;;
979582101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;Hrozenkovská 282;Praha 5 - Zličín;15521;N 50.0599451497267 E 14.293408099078;Ne;Osobní;budova s číslem popisným;;
979561101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;Nedašovská 376;Praha 5 - Zličín;15521;N 50.0596586717637 E 14.2908768571843;Ne;Osobní;budova s číslem popisným;;
979601101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;Nedašovská 346;Praha 5 - Zličín;15521;N 50.0598580992162 E 14.2918054132726;Ne;Ostatní;budova s číslem popisným;;
980193101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Řepy;Řepy;Makovského 1219;Praha 6 - Řepy;16300;N 50.0653827098156 E 14.3014262254848;Ne;Ostatní;budova s číslem popisným;;
980604101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Řepy; ;Praha 6 - Řepy;16300;N 50.0713381553246 E 14.3002031050738;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
981251101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Řepy;Řepy;Španielova 1378;Praha 6 - Řepy;16300;N 50.0693039336745 E 14.3039396142269;Ne;Ostatní;budova s číslem popisným;;
981046101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Řepy;Řepy;Nevanova 1050;Praha 6 - Řepy;16300;N 50.0650782654551 E 14.3159940471209;Ne;Ostatní;budova s číslem popisným;;
979835101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Řepy; ;Praha 6 - Řepy;16300;N 50.0727917525318 E 14.3053247895487;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
981102101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Řepy;Řepy;Karlovarská 48;Praha 6 - Řepy;16300;N 50.0757792500237 E 14.3252513122015;Ne;Ostatní;budova s číslem popisným;;10.12.1999
1356994101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Řepy;Řepy;Skuteckého 1395;Praha 6 - Řepy;16300;N 50.0646764562176 E 14.3104757227068;Ne;Ostatní;budova s číslem popisným;;01.02.1999
981167101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Řepy;Řepy;Žalanského 631;Praha 6 - Řepy;16300;N 50.0680965330295 E 14.2964052151068;Ne;Ostatní;budova s číslem popisným;;22.01.1999
981168101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Řepy; ;Praha 6 - Řepy;16300;N 50.0714273230194 E 14.2993758960073;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
981237101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Řepy;Řepy;Karlovarská 47;Praha 6 - Řepy;16300;N 50.0755324534947 E 14.3130509710378;Ne;Ostatní;budova s číslem evidenčním;;
981245101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Řepy;Řepy;Skuteckého 49;Praha 6 - Řepy;16300;N 50.0653096179338 E 14.3105069836155;Ne;Ostatní;budova s číslem evidenčním;;
981246101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Řepy;Řepy;Opuková 357;Praha 6 - Řepy;16300;N 50.072152447757 E 14.3179035654922;Ne;Ostatní;budova s číslem popisným;;
980852101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Řepy;Řepy;Makovského 1342;Praha 6 - Řepy;16300;N 50.0660013719629 E 14.3039505323844;Ne;Ostatní;budova s číslem popisným;;16.03.2004
981250101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Řepy;Řepy;Makovského 1397;Praha 6 - Řepy;16300;N 50.0652156031007 E 14.301169175813;Ne;Ostatní;budova s číslem popisným;;02.12.1999
981432101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;Před rybníkem 2903;Praha 5 - Stodůlky;15500;N 50.0507665084067 E 14.3223969038518;Ne;Osobní;budova s číslem popisným;;
1066780101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;V hůrkách 1292;Praha 5 - Stodůlky;15800;N 50.049797641222 E 14.3454819086659;Ne;Ostatní;budova s číslem popisným;;04.07.2001
982268101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Stodůlky; ;Praha 5 - Stodůlky;15500;N 50.0524427007556 E 14.3271870174548;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
24174516010;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Stodůlky; ;Praha 5 - Stodůlky;15500;;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
982777101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;Chalabalova 1594;Praha 5 - Stodůlky;15500;N 50.0528163709075 E 14.315485166756;Ne;Ostatní;budova s číslem popisným;;
982784101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;Vlachova 1515;Praha 5 - Stodůlky;15500;N 50.0475536215774 E 14.3105629920813;Ne;Ostatní;budova s číslem popisným;;
982786101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;Hábova 2345;Praha 5 - Stodůlky;15500;N 50.0466783704334 E 14.3107609618575;Ne;Ostatní;budova s číslem popisným;;
982787101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;Mukařovského 1986;Praha 5 - Stodůlky;15500;N 50.0450786696056 E 14.321103803607;Ne;Ostatní;budova s číslem popisným;;
983056101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;Bellušova 1877;Praha 5 - Stodůlky;15500;N 50.0411219752198 E 14.3251806271601;Ne;Ostatní;budova s číslem popisným;;
983528101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;Prusíkova 2577;Praha 5 - Stodůlky;15500;N 50.0380421877388 E 14.3384826254218;Ne;Ostatní;budova s číslem popisným;;03.04.2000
983238101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;Ovčí hájek 2175;Praha 5 - Stodůlky;15800;N 50.0476064650445 E 14.3502726852328;Ne;Osobní;budova s číslem popisným;;
983368101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;Jeremiášova 1239;Praha 5 - Stodůlky;15500;N 50.0427475692603 E 14.3146758064476;Ne;Ostatní;budova s číslem popisným;;02.11.1999
984169101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Stodůlky;Stodůlky;V hůrkách 1296;Praha 5 - Stodůlky;15800;N 50.0494547061757 E 14.3455897209398;Ne;Osobní;budova s číslem popisným;;04.02.2002
984437101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Třebonice;Třebonice;K Řeporyjím 14;Praha 5 - Třebonice;15500;N 50.0452985231807 E 14.27983176374;Ne;Osobní;budova s číslem popisným;;
984659101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Řeporyje; ;Praha 5 - Řeporyje;15500;N 50.0320735471203 E 14.3123755086512;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
984584101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;K tržišti 14;Praha 5 - Řeporyje;15500;N 50.0334263258866 E 14.3126541635175;Ne;Osobní;budova s číslem popisným;;
985395101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;K Třebonicům 921;Praha 5 - Řeporyje;15500;N 50.03583463162 E 14.3049747549586;Ne;Ostatní;budova s číslem popisným;;31.05.2005
985406101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Horšovská 390;Praha 5 - Řeporyje;15500;N 50.0312953674892 E 14.3058392290411;Ne;Ostatní;budova s číslem popisným;;16.08.2005
985423101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Jáchymovská 721;Praha 5 - Řeporyje;15500;N 50.0359475776264 E 14.3135375654667;Ne;Ostatní;budova s číslem popisným;;
984998101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Jáchymovská 613;Praha 5 - Řeporyje;15500;N 50.0353594099928 E 14.313102647412;Ne;Ostatní;budova s číslem popisným;;
985404101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Řeporyjské náměstí 8;Praha 5 - Řeporyje;15500;N 50.0323429174332 E 14.3131226100474;Ne;Osobní;budova s číslem popisným;;
30562690010;stavba občanského vybavení;Hlavní město Praha;Praha 5;Radotín;Radotín;Radotín 1727 1727;Praha 5 - Radotín;15300;N 49.9789745202661 E 14.3582260534223;Ne;Osobní;budova s číslem popisným;;24.09.2019
987268101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Radotín;Radotín;Věštínská 1266;Praha 5 - Radotín;15300;N 49.9857795844987 E 14.3686862745534;Ne;Osobní;budova s číslem popisným;;
987276101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Radotín;Radotín;Vojetická 1265;Praha 5 - Radotín;15300;N 49.9765779104599 E 14.3475200325417;Ne;Osobní;budova s číslem popisným;;
987290101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Radotín;Radotín;náměstí Osvoboditelů 2;Praha 5 - Radotín;15300;N 49.9830165689571 E 14.35771264731;Ne;Osobní;budova s číslem popisným;;
987317101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Radotín;Radotín;Otínská 1267;Praha 5 - Radotín;15300;N 49.9809088205895 E 14.3486760996506;Ne;Osobní;budova s číslem popisným;;
987577101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Radotín;Radotín;K cementárně 1427;Praha 5 - Radotín;15300;N 49.9888127472741 E 14.3513171675249;Ne;Ostatní;budova s číslem popisným;;22.11.1996
987386101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Radotín;Radotín;Výpadová 1559;Praha 5 - Radotín;15300;N 49.9882378422699 E 14.3716956652707;Ne;Ostatní;budova s číslem popisným;;07.09.2005
987604101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Radotín;Radotín;náměstí Osvoboditelů 1409;Praha 5 - Radotín;15300;N 49.9839819438911 E 14.3584357103991;Ne;Ostatní;budova s číslem popisným;;
987632101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Radotín;Radotín;náměstí Osvoboditelů 1371;Praha 5 - Radotín;15300;N 49.9845305547717 E 14.3598478641122;Ne;Ostatní;budova s číslem popisným;;
987695101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Radotín;Radotín;náměstí Osvoboditelů 1372;Praha 5 - Radotín;15300;N 49.9842599707111 E 14.3592103873807;Ne;Ostatní;budova s číslem popisným;;
987834101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Radotín; ;Praha 5 - Radotín;15300;N 49.9822486932571 E 14.3632316046525;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
987866101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Radotín;Radotín;Výpadová 1037;Praha 5 - Radotín;15300;N 49.9934958785356 E 14.3801160654202;Ne;Ostatní;budova s číslem popisným;;
987871101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Radotín;Radotín;Výpadová 2313;Praha 5 - Radotín;15300;N 49.9885156888552 E 14.3733481617607;Ne;Ostatní;budova s číslem evidenčním;;
987915101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Sedlec;Sedlec;Roztocká 44;Praha 6 - Sedlec;16000;N 50.1290242884094 E 14.3987564581466;Ne;Ostatní;budova s číslem popisným;;31.12.2000
988143101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Sedlec;Sedlec;Kamýcká 40;Praha 6 - Sedlec;16000;N 50.1280929349625 E 14.3955869768561;Ne;Ostatní;budova s číslem popisným;;
987897101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Sedlec; ;Praha 6 - Sedlec;16000;N 50.1321634265146 E 14.3919663059226;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
989642101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Suchdol;Suchdol;Pod rybníčkem 54;Praha 6 - Suchdol;16500;N 50.1403148443287 E 14.3772198005843;Ne;Osobní;budova s číslem popisným;;
989699101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Suchdol;Suchdol;Rohová 540;Praha 6 - Suchdol;16500;N 50.1322048638427 E 14.3741336350687;Ne;Obecní;budova s číslem popisným;;
989868101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Suchdol;Suchdol;Za sokolovnou 440;Praha 6 - Suchdol;16500;N 50.1395173300787 E 14.3775768728488;Ne;Ostatní;budova s číslem popisným;;
1209784101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Lipence; ;Praha 5 - Lipence;15531;N 49.9599421269724 E 14.3616241441385;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
1260809101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Lipence; ;Praha 5 - Lipence;15531;N 49.9603561088975 E 14.3561728371534;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
991342101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Lipence; ;Praha 5 - Lipence;15531;N 49.9628724551526 E 14.3343887002703;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
991561101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Lipence;Lipence;Na Bambouzku 264;Praha 5 - Lipence;15531;N 49.9599679531295 E 14.3592077582155;Ne;Osobní;budova s číslem popisným;;
991568101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Lipence; ;Praha 5 - Lipence;15531;N 49.9732992138356 E 14.3693822834704;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
991051101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Lipence;Lipence;Černošická 414;Praha 5 - Lipence;15531;N 49.9607625818393 E 14.3442298867282;Ne;Osobní;budova s číslem popisným;;
991720101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Zbraslav; ;Praha 5 - Zbraslav;15600;N 49.9701672747938 E 14.3823556461497;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
991773101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Zbraslav;Zbraslav;Žitavského 502;Praha 5 - Zbraslav;15600;N 49.9727345877774 E 14.3947785846177;Ne;Osobní;budova s číslem popisným;;
992329101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zbraslav;Zbraslav;Zbraslav 1545 1545;Praha 5 - Zbraslav;15600;N 49.946001389384 E 14.3940741697787;Ne;Ostatní;budova s číslem popisným;;27.06.2011
992698101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Zbraslav;Zbraslav;Pod špitálem 370 370;Praha 5 - Zbraslav;15600;N 49.9775192752128 E 14.3957833544005;Ne;Ostatní;budova s číslem popisným;;
992216101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zbraslav;Zbraslav;Žitavského 547;Praha 5 - Zbraslav;15600;N 49.9665587000168 E 14.3942632745027;Ne;Osobní;budova s číslem popisným;;
993343101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zbraslav;Zbraslav;Pod chaloupkami 1309;Praha 5 - Zbraslav;15600;N 49.9655456681464 E 14.3937921652754;Ne;Osobní;budova s číslem popisným;;
993345101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Zbraslav;Zbraslav;Žitavského 496;Praha 5 - Zbraslav;15600;N 49.9739795116066 E 14.3946703010487;Ne;Ostatní;budova s číslem popisným;;
993362101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Zbraslav;Zbraslav;Závist 1158;Praha 5 - Zbraslav;15600;N 49.9707548712909 E 14.4005141056217;Ne;Ostatní;budova s číslem popisným;;
